ID,SRNA_NAME,TARGET_NAME,TAXID,ORG_CODE,STRAIN_NAME,SRNA_TYPE,SRNA_LENGTH,SRNA_START,SRNA_END,SRNA_STRAND,TARGET_TYPE,TARGET_LENGTH,TARGET_START,TARGET_END,TARGET_STRAND,REGULATION
189,omrA,hokD,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,156,1645119,1645274,reverse,0
190,omrA,fdoI,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,636,4081225,4081860,reverse,0
191,omrA,tsaB,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,696,1890572,1891267,reverse,0
192,omrA,yfbT,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,651,2411439,2412089,reverse,0
193,omrA,rlmD,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,1302,2913699,2915000,reverse,0
194,omrA,yzgL,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,219,3563787,3564005,reverse,0
195,omrA,narH,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,1539,1283604,1285142,forward,0
196,omrA,hofN,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,540,3521433,3521972,reverse,0
197,omrA,yadL,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,606,151626,152231,reverse,0
198,omrA,cheZ,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,645,1966393,1967037,reverse,0
199,omrA,malK,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,1116,4246784,4247899,forward,0
200,omrA,yaeP,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,201,213925,214125,reverse,0
201,omrA,ssuC,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,792,994041,994832,reverse,0
202,omrA,hokB,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,150,1491922,1492071,reverse,0
203,omrA,ydhT,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,813,1748747,1749559,reverse,0
204,omrB,ykfI,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,342,263328,263669,reverse,0
205,omrB,fryA,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,2496,2501990,2504485,reverse,0
206,omrB,yaeH,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,387,183709,184095,reverse,0
207,omrB,ygaY,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,1178,2808316,2809493,forward,0
208,omrB,yaiY,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,309,399025,399333,reverse,0
209,omrB,yphD,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,999,2675827,2676825,reverse,0
210,omrB,trxC,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,420,2718735,2719154,forward,0
211,omrB,ybjE,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,900,913958,914857,reverse,0
212,omrB,fldA,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,531,710935,711465,reverse,0
213,omrB,yjhI,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,789,4525015,4525803,reverse,0
214,omrB,srlB,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,372,2827362,2827733,forward,0
215,omrB,mutM,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,810,3810343,3811152,reverse,0
216,omrB,acrZ,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,150,794773,794922,forward,0
217,omrB,ykgJ,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,330,303853,304182,reverse,0
218,omrB,yeeE,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,1059,2084467,2085525,reverse,0
219,omrB,yhdN,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,369,3439141,3439509,reverse,0
220,MicX,VC0253,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,0,347,893271,893617,reverse,mRMA,81,260555,260635,forward,0
221,MicX,VC0870,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,0,347,893271,893617,reverse,mRMA,438,935917,936354,forward,0
222,MicX,VC1769,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,0,347,893271,893617,reverse,mRMA,2382,1913628,1916009,reverse,0
223,MicX,tsf,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,0,347,893271,893617,reverse,mRMA,843,2414417,2415259,reverse,0
224,MicX,VC0402,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,0,347,893271,893617,reverse,mRMA,1680,427707,429386,forward,0
225,MicX,cysS,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,0,347,893271,893617,reverse,mRMA,1380,1987276,1988655,reverse,0
226,MicX,VC1041,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,0,347,893271,893617,reverse,mRMA,468,1109436,1109903,forward,0
227,NrrF,bfrA,122586,nme,Neisseria meningitidis MC58,0,159,2195866,2196024,forward,mRMA,465,1211119,1211583,reverse,0
228,NrrF,sodB,122586,nme,Neisseria meningitidis MC58,0,159,2195866,2196024,forward,mRMA,588,904942,905529,reverse,0
229,NrrF,pan1,122586,nme,Neisseria meningitidis MC58,0,159,2195866,2196024,forward,mRMA,1173,1687956,1689128,forward,0
232,prrF1,antB,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,492,2830831,2831322,forward,0
233,prrF2,antB,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,492,2830831,2831322,forward,0
234,prrF1,antC,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,1023,2831341,2832363,forward,0
235,prrF2,antC,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,1023,2831341,2832363,forward,0
236,prrF1,PA2511,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,1002,2828122,2829123,reverse,0
237,prrF2,PA2511,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,1002,2828122,2829123,reverse,0
238,prrF1,PA2682,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,1242,3029187,3030428,forward,0
239,prrF2,PA2682,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,1242,3029187,3030428,forward,0
240,prrF1,fdnH,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,930,5397690,5398619,reverse,0
241,prrF2,fdnH,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,930,5397690,5398619,reverse,0
242,prrF1,katA,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,1449,4752260,4753708,reverse,0
243,prrF2,katA,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,1449,4752260,4753708,reverse,0
244,prrF1,napA,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,2490,1273309,1275798,reverse,0
245,prrF2,napA,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,2490,1273309,1275798,reverse,0
246,prrF1,sdhA,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,1773,1721496,1723268,forward,0
247,prrF2,sdhA,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,1773,1721496,1723268,forward,0
248,prrF1,sdhB,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,708,1723280,1723987,forward,0
249,prrF2,sdhB,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,708,1723280,1723987,forward,0
250,prrF1,sdhC,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,387,1720744,1721130,forward,0
251,prrF2,sdhC,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,387,1720744,1721130,forward,0
252,prrF1,bfrB,208964,pae,Pseudomonas aeruginosa PAO1,0,151,5283960,5284110,forward,mRMA,477,3950284,3950760,forward,0
253,prrF2,bfrB,208964,pae,Pseudomonas aeruginosa PAO1,0,148,5284172,5284319,forward,mRMA,477,3950284,3950760,forward,0
254,ArrF,aceE,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,2670,4547601,4550270,forward,0
255,ArrF,aceF,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,1923,4550282,4552204,forward,0
256,ArrF,gltA,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,1284,3084951,3086234,forward,0
257,ArrF,acnA,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,2688,1991087,1993774,reverse,0
258,ArrF,sdhC,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,234,3084193,3084426,reverse,0
259,ArrF,sdhD,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,369,3083831,3084199,reverse,0
260,ArrF,sdhA,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,1320,3082055,3083374,reverse,0
261,ArrF,sucA,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,2832,3078251,3081082,reverse,0
262,ArrF,fumB,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,1512,3887608,3889119,forward,0
263,ArrF,prpB,322710,avn,Azotobacter vinelandii DJ,0,140,4291687,4291826,forward,mRMA,888,2316069,2316956,forward,0
264,FinP,traJ,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,0,0,0,,mRMA,0,0,0,,2
265,SgrS,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,239,128574,128812,reverse,mRMA,516,899534,900049,forward,0
266,SroB,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,81,556005,556085,reverse,mRMA,516,899534,900049,forward,0
267,SroC,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,152,728762,728913,reverse,mRMA,516,899534,900049,forward,0
268,RybB,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,89,942544,942632,reverse,mRMA,516,899534,900049,forward,0
269,SraB,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,166,1275071,1275236,forward,mRMA,516,899534,900049,forward,0
270,RyhB-2,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,113,1352875,1352987,reverse,mRMA,516,899534,900049,forward,0
271,rprA,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,107,1444831,1444937,reverse,mRMA,516,899534,900049,forward,0
272,RydB,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,95,1450426,1450520,forward,mRMA,516,899534,900049,forward,0
273,RydC,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,63,1729673,1729735,forward,mRMA,516,899534,900049,forward,0
274,MicC,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,109,1745678,1745786,reverse,mRMA,516,899534,900049,forward,0
275,RyeB,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,104,1968053,1968156,reverse,mRMA,516,899534,900049,forward,0
276,dsrA,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,90,2068650,2068739,reverse,mRMA,516,899534,900049,forward,0
277,RseX,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,134,2077136,2077269,forward,mRMA,516,899534,900049,forward,0
278,RyeC,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,146,2213871,2214016,forward,mRMA,516,899534,900049,forward,0
279,micF,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,181,2366830,2367010,reverse,mRMA,516,899534,900049,forward,0
280,RyfA,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,295,2674934,2675228,forward,mRMA,516,899534,900049,forward,0
281,GlmY,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,184,2707664,2707847,reverse,mRMA,516,899534,900049,forward,0
282,MicA,yneM,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,96,1622646,1622741,forward,0
283,InvR,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,93,3044923,3045015,forward,mRMA,516,899534,900049,forward,0
284,csrB,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,355,3116696,3117050,reverse,mRMA,516,899534,900049,forward,0
285,GcvB,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,201,3135317,3135517,forward,mRMA,516,899534,900049,forward,0
286,OmrA,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,87,3170122,3170208,reverse,mRMA,516,899534,900049,forward,0
287,OmrB,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,85,3170324,3170408,reverse,mRMA,516,899534,900049,forward,0
288,SsrS,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,183,3222098,3222280,forward,mRMA,516,899534,900049,forward,0
289,RygC,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,153,3222913,3223065,forward,mRMA,516,899534,900049,forward,0
290,RygD,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,148,3362327,3362474,reverse,mRMA,516,899534,900049,forward,0
291,SraF,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,193,3392069,3392261,forward,mRMA,516,899534,900049,forward,0
292,SraH,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,118,3490383,3490500,forward,mRMA,516,899534,900049,forward,0
293,RyhB-1,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,95,3715401,3715495,reverse,mRMA,516,899534,900049,forward,0
294,IstR,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,130,3998018,3998147,reverse,mRMA,516,899534,900049,forward,0
295,GlmZ,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,208,4141647,4141854,forward,mRMA,516,899534,900049,forward,0
296,spf,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,66,4209066,4209131,forward,mRMA,516,899534,900049,forward,0
297,CsrC,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,244,4210157,4210400,forward,mRMA,516,899534,900049,forward,0
298,OxyS,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,121,4342866,4342986,reverse,mRMA,516,899534,900049,forward,0
299,SraL,ompX,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,141,4504870,4505010,reverse,mRMA,516,899534,900049,forward,0
300,omrA,ompA,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,1041,1019013,1020053,reverse,0
301,omrA,fimF,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,531,4547742,4548272,forward,0
302,omrA,csgB,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,456,1103951,1104406,forward,0
303,omrA,osmB,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,219,1343110,1343328,reverse,0
304,omrA,ybeT,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,555,678852,679406,reverse,0
305,omrB,ompA,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,1041,1019013,1020053,reverse,0
306,omrB,fimF,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,531,4547742,4548272,forward,0
307,omrB,csgB,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,456,1103951,1104406,forward,0
308,omrB,osmB,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,219,1343110,1343328,reverse,0
309,omrB,ybeT,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,555,678852,679406,reverse,0
310,omrB,fepA,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,2241,610254,612494,reverse,0
311,ryhB,hns,511145,eco,Escherichia coli K12 MG1655,0,90,3580927,3581016,reverse,mRMA,414,1292509,1292922,reverse,0
312,RyhB,ompA,511145,eco,Escherichia coli K12 MG1655,0,90,3580927,3581016,reverse,mRMA,1041,1019013,1020053,reverse,0
313,ryhB,ompC,511145,eco,Escherichia coli K12 MG1655,0,90,3580927,3581016,reverse,mRMA,1104,2311646,2312749,reverse,0
314,ryhB,ompF,511145,eco,Escherichia coli K12 MG1655,0,90,3580927,3581016,reverse,mRMA,1089,985894,986982,reverse,0
315,ryhB,galK,511145,eco,Escherichia coli K12 MG1655,0,90,3580927,3581016,reverse,mRMA,1149,788831,789979,reverse,0
316,ryhB,ptsG,511145,eco,Escherichia coli K12 MG1655,0,90,3580927,3581016,reverse,mRMA,1434,1157869,1159302,forward,0
317,Spot_42,ompA,511145,eco,Escherichia coli K12 MG1655,0,109,4049899,4050007,forward,mRMA,1041,1019013,1020053,reverse,0
318,Spot_42,ompC,511145,eco,Escherichia coli K12 MG1655,0,109,4049899,4050007,forward,mRMA,1104,2311646,2312749,reverse,0
319,Spot_42,ompF,511145,eco,Escherichia coli K12 MG1655,0,109,4049899,4050007,forward,mRMA,1089,985894,986982,reverse,0
320,rybB,ompT,511145,eco,Escherichia coli K12 MG1655,0,79,887976,888054,reverse,mRMA,954,584680,585633,reverse,0
321,Spot_42,hns,511145,eco,Escherichia coli K12 MG1655,0,109,4049899,4050007,forward,mRMA,414,1292509,1292922,reverse,0
322,Spot_42,dppA,511145,eco,Escherichia coli K12 MG1655,0,109,4049899,4050007,forward,mRMA,1608,3706098,3707705,reverse,0
323,Spot_42,sodB,511145,eco,Escherichia coli K12 MG1655,0,109,4049899,4050007,forward,mRMA,582,1735378,1735959,forward,0
324,gcvB,sodB,511145,eco,Escherichia coli K12 MG1655,0,206,2942696,2942901,forward,mRMA,582,1735378,1735959,forward,0
325,gcvB,dksA,511145,eco,Escherichia coli K12 MG1655,0,206,2942696,2942901,forward,mRMA,456,160149,160604,reverse,0
326,gcvB,hns,511145,eco,Escherichia coli K12 MG1655,0,206,2942696,2942901,forward,mRMA,414,1292509,1292922,reverse,0
327,gcvB,ptsG,511145,eco,Escherichia coli K12 MG1655,0,206,2942696,2942901,forward,mRMA,1434,1157869,1159302,forward,0
328,gcvB,ompA,511145,eco,Escherichia coli K12 MG1655,0,206,2942696,2942901,forward,mRMA,1041,1019013,1020053,reverse,0
329,gcvB,ompC,511145,eco,Escherichia coli K12 MG1655,0,206,2942696,2942901,forward,mRMA,1104,2311646,2312749,reverse,0
330,gcvB,ompF,511145,eco,Escherichia coli K12 MG1655,0,206,2942696,2942901,forward,mRMA,1089,985894,986982,reverse,0
331,MicA,ompT,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,954,584680,585633,reverse,0
332,dsrA,ptsG,511145,eco,Escherichia coli K12 MG1655,0,87,2025227,2025313,reverse,mRMA,1434,1157869,1159302,forward,0
333,dsrA,ompA,511145,eco,Escherichia coli K12 MG1655,0,87,2025227,2025313,reverse,mRMA,1041,1019013,1020053,reverse,0
334,dsrA,ompC,511145,eco,Escherichia coli K12 MG1655,0,87,2025227,2025313,reverse,mRMA,1104,2311646,2312749,reverse,0
335,dsrA,ompF,511145,eco,Escherichia coli K12 MG1655,0,87,2025227,2025313,reverse,mRMA,1089,985894,986982,reverse,0
336,dsrA,galK,511145,eco,Escherichia coli K12 MG1655,0,87,2025227,2025313,reverse,mRMA,1149,788831,789979,reverse,0
337,micF,hns,511145,eco,Escherichia coli K12 MG1655,0,93,2313084,2313176,forward,mRMA,414,1292509,1292922,reverse,0
338,micF,ptsG,511145,eco,Escherichia coli K12 MG1655,0,93,2313084,2313176,forward,mRMA,1434,1157869,1159302,forward,0
339,micF,ompA,511145,eco,Escherichia coli K12 MG1655,0,93,2313084,2313176,forward,mRMA,1041,1019013,1020053,reverse,0
340,micF,ompC,511145,eco,Escherichia coli K12 MG1655,0,93,2313084,2313176,forward,mRMA,1104,2311646,2312749,reverse,0
341,micF,dppA,511145,eco,Escherichia coli K12 MG1655,0,93,2313084,2313176,forward,mRMA,1608,3706098,3707705,reverse,0
342,micF,galK,511145,eco,Escherichia coli K12 MG1655,0,93,2313084,2313176,forward,mRMA,1149,788831,789979,reverse,0
343,MicA,sodB,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,582,1735378,1735959,forward,0
344,MicA,hns,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,414,1292509,1292922,reverse,0
345,MicA,ptsG,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,1434,1157869,1159302,forward,0
346,MicA,dppA,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,1608,3706098,3707705,reverse,0
347,MicA,ompC,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,1104,2311646,2312749,reverse,0
348,MicA,ompF,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,1089,985894,986982,reverse,0
349,MicA,galK,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,1149,788831,789979,reverse,0
350,rprA,sodB,511145,eco,Escherichia coli K12 MG1655,0,106,1770372,1770477,forward,mRMA,582,1735378,1735959,forward,0
351,rprA,ompA,511145,eco,Escherichia coli K12 MG1655,0,106,1770372,1770477,forward,mRMA,1041,1019013,1020053,reverse,0
352,rprA,ompC,511145,eco,Escherichia coli K12 MG1655,0,106,1770372,1770477,forward,mRMA,1104,2311646,2312749,reverse,0
353,rprA,ompF,511145,eco,Escherichia coli K12 MG1655,0,106,1770372,1770477,forward,mRMA,1089,985894,986982,reverse,0
354,rprA,hns,511145,eco,Escherichia coli K12 MG1655,0,106,1770372,1770477,forward,mRMA,414,1292509,1292922,reverse,0
355,micC,sodB,511145,eco,Escherichia coli K12 MG1655,0,109,1437121,1437229,forward,mRMA,582,1735378,1735959,forward,0
356,micC,hns,511145,eco,Escherichia coli K12 MG1655,0,109,1437121,1437229,forward,mRMA,414,1292509,1292922,reverse,0
357,micC,ptsG,511145,eco,Escherichia coli K12 MG1655,0,109,1437121,1437229,forward,mRMA,1434,1157869,1159302,forward,0
358,micC,ompA,511145,eco,Escherichia coli K12 MG1655,0,109,1437121,1437229,forward,mRMA,1041,1019013,1020053,reverse,0
359,micC,dppA,511145,eco,Escherichia coli K12 MG1655,0,109,1437121,1437229,forward,mRMA,1608,3706098,3707705,reverse,0
360,micC,ompF,511145,eco,Escherichia coli K12 MG1655,0,109,1437121,1437229,forward,mRMA,1089,985894,986982,reverse,0
361,micC,galK,511145,eco,Escherichia coli K12 MG1655,0,109,1437121,1437229,forward,mRMA,1149,788831,789979,reverse,0
362,sgrS,sodB,511145,eco,Escherichia coli K12 MG1655,0,227,77367,77593,forward,mRMA,582,1735378,1735959,forward,0
363,sgrS,hns,511145,eco,Escherichia coli K12 MG1655,0,227,77367,77593,forward,mRMA,414,1292509,1292922,reverse,0
364,fnrS,narK,511145,eco,Escherichia coli K12 MG1655,0,122,1409129,1409250,forward,mRMA,1392,1277957,1279348,forward,0
365,sgrS,ompA,511145,eco,Escherichia coli K12 MG1655,0,227,77367,77593,forward,mRMA,1041,1019013,1020053,reverse,0
366,sgrS,dppA,511145,eco,Escherichia coli K12 MG1655,0,227,77367,77593,forward,mRMA,1608,3706098,3707705,reverse,0
367,sgrS,ompF,511145,eco,Escherichia coli K12 MG1655,0,227,77367,77593,forward,mRMA,1089,985894,986982,reverse,0
368,sgrS,ompC,511145,eco,Escherichia coli K12 MG1655,0,227,77367,77593,forward,mRMA,1104,2311646,2312749,reverse,0
369,IhtA,hctA,471472,ctb,Chlamydia trachomatis 434/Bu,Trans-encoded antisense,0,0,0,,mRMA,378,142722,143099,reverse,2
370,lmos84,lmo0850,169963,lmo,Listeria monocytogenes EGD-e,Trans-encoded antisense,269,2346166,2346434,reverse,mRMA,147,890069,890215,forward,2
371,lmos84,lmo1883,169963,lmo,Listeria monocytogenes EGD-e,Trans-encoded antisense,269,2346166,2346434,reverse,mRMA,1059,1955598,1956656,reverse,2
372,lmos84,lmo1666,169963,lmo,Listeria monocytogenes EGD-e,0,269,2346166,2346434,forward,mRMA,5136,1717193,1722328,reverse,0
373,lmos84,lmo1269,169963,lmo,Listeria monocytogenes EGD-e,0,269,2346166,2346434,forward,mRMA,567,1293088,1293654,forward,0
374,lmos84,kdpB,169963,lmo,Listeria monocytogenes EGD-e,0,269,2346166,2346434,forward,mRMA,2046,2753523,2755568,reverse,0
375,omrB,csgD,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,82,2976304,2976385,reverse,mRMA,651,1102546,1103196,reverse,2
376,omrA,csgD,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,88,2976102,2976189,reverse,mRMA,651,1102546,1103196,reverse,2
377,fnrS,sodA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,122,1409129,1409250,forward,mRMA,621,4100810,4101430,forward,2
378,fnrS,sodB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,122,1409129,1409250,forward,mRMA,582,1735378,1735959,forward,2
379,fnrS,metE,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,122,1409129,1409250,forward,mRMA,2262,4013053,4015314,forward,2
380,fnrS,cydD,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,122,1409129,1409250,forward,mRMA,1767,929196,930962,reverse,2
381,MicA,phoP,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,672,1189776,1190447,reverse,2
382,ArcZ,STM3216,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Trans-encoded antisense,118,3490383,3490500,forward,mRMA,1566,3380802,3382367,reverse,2
383,ArcZ,sdaC,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Trans-encoded antisense,118,3490383,3490500,forward,mRMA,1290,3120771,3122060,forward,2
384,ArcZ,tpx,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Trans-encoded antisense,118,3490383,3490500,forward,mRMA,507,1775584,1776090,forward,2
